Carpark Code,Available Spaces,Carpark Open,Timestamp
LESJARDIN,136,True,02-09 16:25:26
GREENST,128,True,02-09 16:30:30
MINDENPL,8,True,02-09 16:30:30
PATRIOTICST,142,True,02-09 16:30:30
SANDST,245,True,02-09 16:30:30
PIERRD,446,True,02-09 16:30:30
TEST,100,True,02-09 16:30:30
LESJARDIN,140,True,02-09 16:30:30
GREENST,127,True,02-09 16:35:23
MINDENPL,3,True,02-09 16:35:23
PATRIOTICST,150,True,02-09 16:35:23
SANDST,257,True,02-09 16:35:23
PIERRD,451,True,02-09 16:35:23
TEST,100,True,02-09 16:35:23
LESJARDIN,143,True,02-09 16:35:23
GREENST,132,True,02-09 16:40:27
MINDENPL,0,True,02-09 16:40:27
PATRIOTICST,160,True,02-09 16:40:27
SANDST,262,True,02-09 16:40:27
PIERRD,456,True,02-09 16:40:27
TEST,100,True,02-09 16:40:27
LESJARDIN,147,True,02-09 16:40:27
GREENST,136,True,02-09 16:45:29
MINDENPL,0,True,02-09 16:45:29
PATRIOTICST,169,True,02-09 16:45:29
SANDST,277,True,02-09 16:45:29
PIERRD,467,True,02-09 16:45:29
TEST,100,True,02-09 16:45:29
LESJARDIN,147,True,02-09 16:45:29
GREENST,147,True,02-09 16:50:32
MINDENPL,0,True,02-09 16:50:32
PATRIOTICST,167,True,02-09 16:50:32
SANDST,281,True,02-09 16:50:32
PIERRD,469,True,02-09 16:50:32
TEST,100,True,02-09 16:50:32
LESJARDIN,145,True,02-09 16:50:32
GREENST,145,True,02-09 16:55:27
MINDENPL,0,True,02-09 16:55:27
PATRIOTICST,166,True,02-09 16:55:27
SANDST,289,True,02-09 16:55:27
PIERRD,482,True,02-09 16:55:27
TEST,100,True,02-09 16:55:27
LESJARDIN,145,True,02-09 16:55:27
GREENST,145,True,02-09 17:00:30
MINDENPL,0,True,02-09 17:00:30
PATRIOTICST,173,True,02-09 17:00:30
SANDST,292,True,02-09 17:00:30
PIERRD,490,True,02-09 17:00:30
TEST,100,True,02-09 17:00:30
LESJARDIN,140,True,02-09 17:00:30
GREENST,148,True,02-09 17:05:33
MINDENPL,0,True,02-09 17:05:33
PATRIOTICST,178,True,02-09 17:05:33
SANDST,286,True,02-09 17:05:33
PIERRD,493,True,02-09 17:05:33
TEST,100,True,02-09 17:05:33
LESJARDIN,145,True,02-09 17:05:33
GREENST,156,True,02-09 17:10:17
MINDENPL,0,True,02-09 17:10:17
PATRIOTICST,185,True,02-09 17:10:17
SANDST,290,True,02-09 17:10:17
PIERRD,500,True,02-09 17:10:17
TEST,100,True,02-09 17:10:17
LESJARDIN,157,True,02-09 17:10:17
GREENST,170,True,02-09 17:15:30
MINDENPL,0,True,02-09 17:15:30
PATRIOTICST,198,True,02-09 17:15:30
SANDST,300,True,02-09 17:15:30
PIERRD,522,True,02-09 17:15:30
TEST,100,True,02-09 17:15:30
LESJARDIN,165,True,02-09 17:15:30
GREENST,180,True,02-09 17:20:22
MINDENPL,0,True,02-09 17:20:22
PATRIOTICST,205,True,02-09 17:20:22
SANDST,308,True,02-09 17:20:22
PIERRD,540,True,02-09 17:20:22
TEST,100,True,02-09 17:20:22
LESJARDIN,179,True,02-09 17:20:22
GREENST,189,True,02-09 17:25:27
MINDENPL,0,True,02-09 17:25:27
PATRIOTICST,211,True,02-09 17:25:27
SANDST,315,True,02-09 17:25:27
PIERRD,556,True,02-09 17:25:27
TEST,100,True,02-09 17:25:27
LESJARDIN,189,True,02-09 17:25:27
GREENST,194,True,02-09 17:30:30
MINDENPL,0,True,02-09 17:30:30
PATRIOTICST,217,True,02-09 17:30:30
SANDST,319,True,02-09 17:30:30
PIERRD,570,True,02-09 17:30:30
TEST,100,True,02-09 17:30:30
LESJARDIN,202,True,02-09 17:30:30
GREENST,203,True,02-09 17:35:35
MINDENPL,0,True,02-09 17:35:35
PATRIOTICST,216,True,02-09 17:35:35
SANDST,321,True,02-09 17:35:35
PIERRD,587,True,02-09 17:35:35
LESJARDIN,213,True,02-09 17:35:35
TEST,100,True,02-09 17:35:35
GREENST,204,True,02-09 17:40:28
MINDENPL,0,True,02-09 17:40:28
PATRIOTICST,221,True,02-09 17:40:28
SANDST,317,True,02-09 17:40:28
PIERRD,600,True,02-09 17:40:28
TEST,100,True,02-09 17:40:28
LESJARDIN,224,True,02-09 17:40:28
GREENST,214,True,02-09 17:45:31
MINDENPL,0,True,02-09 17:45:31
PATRIOTICST,230,True,02-09 17:45:31
SANDST,318,True,02-09 17:45:31
PIERRD,615,True,02-09 17:45:31
TEST,100,True,02-09 17:45:31
LESJARDIN,236,True,02-09 17:45:31
GREENST,221,True,02-09 17:50:25
MINDENPL,0,True,02-09 17:50:25
PATRIOTICST,235,True,02-09 17:50:25
SANDST,319,True,02-09 17:50:25
PIERRD,624,True,02-09 17:50:25
TEST,100,True,02-09 17:50:25
LESJARDIN,240,True,02-09 17:50:25
GREENST,225,True,02-09 17:55:32
MINDENPL,0,True,02-09 17:55:32
PATRIOTICST,243,True,02-09 17:55:32
SANDST,319,True,02-09 17:55:32
PIERRD,639,True,02-09 17:55:32
LESJARDIN,252,True,02-09 17:55:32
TEST,100,True,02-09 17:55:32
GREENST,229,True,02-09 18:00:34
MINDENPL,0,True,02-09 18:00:34
PATRIOTICST,240,True,02-09 18:00:34
SANDST,320,True,02-09 18:00:34
PIERRD,646,True,02-09 18:00:34
TEST,100,True,02-09 18:00:34
LESJARDIN,251,True,02-09 18:00:34
GREENST,232,True,02-09 18:05:39
MINDENPL,3,True,02-09 18:05:39
PATRIOTICST,241,True,02-09 18:05:39
SANDST,326,True,02-09 18:05:39
PIERRD,651,True,02-09 18:05:39
LESJARDIN,258,True,02-09 18:05:39
TEST,100,True,02-09 18:05:39
GREENST,230,True,02-09 18:10:43
MINDENPL,3,True,02-09 18:10:43
PATRIOTICST,240,True,02-09 18:10:43
SANDST,328,True,02-09 18:10:43
PIERRD,658,True,02-09 18:10:43
LESJARDIN,272,True,02-09 18:10:43
TEST,100,True,02-09 18:10:43
GREENST,226,True,02-09 18:15:49
MINDENPL,0,True,02-09 18:15:49
PATRIOTICST,242,True,02-09 18:15:49
SANDST,326,True,02-09 18:15:49
PIERRD,662,True,02-09 18:15:49
TEST,100,True,02-09 18:15:49
LESJARDIN,284,True,02-09 18:15:49
GREENST,232,True,02-09 18:20:52
MINDENPL,0,True,02-09 18:20:52
PATRIOTICST,240,True,02-09 18:20:52
SANDST,323,True,02-09 18:20:52
PIERRD,666,True,02-09 18:20:52
TEST,100,True,02-09 18:20:52
LESJARDIN,290,True,02-09 18:20:52
GREENST,229,True,02-09 18:25:47
MINDENPL,0,True,02-09 18:25:47
PATRIOTICST,243,True,02-09 18:25:47
SANDST,324,True,02-09 18:25:47
PIERRD,672,True,02-09 18:25:47
TEST,100,True,02-09 18:25:47
LESJARDIN,297,True,02-09 18:25:47
GREENST,234,True,02-09 18:30:29
MINDENPL,4,True,02-09 18:30:29
PATRIOTICST,239,True,02-09 18:30:29
SANDST,319,True,02-09 18:30:29
PIERRD,672,True,02-09 18:30:29
TEST,100,True,02-09 18:30:29
LESJARDIN,299,True,02-09 18:30:29
GREENST,238,True,02-09 18:35:54
MINDENPL,5,True,02-09 18:35:54
PATRIOTICST,238,True,02-09 18:35:54
SANDST,316,True,02-09 18:35:54
PIERRD,674,True,02-09 18:35:54
TEST,100,True,02-09 18:35:54
LESJARDIN,303,True,02-09 18:35:54
GREENST,244,True,02-09 18:40:49
MINDENPL,0,True,02-09 18:40:49
PATRIOTICST,240,True,02-09 18:40:49
SANDST,314,True,02-09 18:40:49
PIERRD,676,True,02-09 18:40:49
TEST,100,True,02-09 18:40:49
LESJARDIN,301,True,02-09 18:40:49
GREENST,245,True,02-09 18:45:51
MINDENPL,0,True,02-09 18:45:51
PATRIOTICST,242,True,02-09 18:45:51
SANDST,315,True,02-09 18:45:51
PIERRD,682,True,02-09 18:45:51
TEST,100,True,02-09 18:45:51
LESJARDIN,302,True,02-09 18:45:51
GREENST,249,True,02-09 18:50:54
MINDENPL,0,True,02-09 18:50:54
PATRIOTICST,245,True,02-09 18:50:54
SANDST,310,True,02-09 18:50:54
PIERRD,684,True,02-09 18:50:54
TEST,100,True,02-09 18:50:54
LESJARDIN,310,True,02-09 18:50:54
GREENST,251,True,02-09 18:55:59
MINDENPL,0,True,02-09 18:55:59
PATRIOTICST,248,True,02-09 18:55:59
SANDST,311,True,02-09 18:55:59
PIERRD,684,True,02-09 18:55:59
TEST,100,True,02-09 18:55:59
LESJARDIN,312,True,02-09 18:55:59
LESJARDIN,319,True,02-09 19:01:02
TEST,100,True,02-09 19:01:02
GREENST,246,True,02-09 19:01:02
MINDENPL,0,True,02-09 19:01:02
PATRIOTICST,252,True,02-09 19:01:02
SANDST,311,True,02-09 19:01:02
PIERRD,686,True,02-09 19:01:02
GREENST,243,True,02-09 19:05:55
MINDENPL,0,True,02-09 19:05:55
PATRIOTICST,250,True,02-09 19:05:55
SANDST,312,True,02-09 19:05:55
PIERRD,683,True,02-09 19:05:55
TEST,100,True,02-09 19:05:55
LESJARDIN,318,True,02-09 19:05:55
GREENST,242,True,02-09 19:10:47
MINDENPL,0,True,02-09 19:10:47
PATRIOTICST,249,True,02-09 19:10:47
SANDST,312,True,02-09 19:10:47
PIERRD,687,True,02-09 19:10:47
TEST,100,True,02-09 19:10:47
LESJARDIN,315,True,02-09 19:10:47
GREENST,242,True,02-09 19:15:51
MINDENPL,0,True,02-09 19:15:51
PATRIOTICST,254,True,02-09 19:15:51
SANDST,310,True,02-09 19:15:51
PIERRD,685,True,02-09 19:15:51
TEST,100,True,02-09 19:15:51
LESJARDIN,314,True,02-09 19:15:51
TEST,100,True,02-09 19:21:03
LESJARDIN,315,True,02-09 19:21:03
GREENST,240,True,02-09 19:21:03
MINDENPL,0,True,02-09 19:21:03
PATRIOTICST,255,True,02-09 19:21:03
SANDST,311,True,02-09 19:21:03
PIERRD,685,True,02-09 19:21:03
GREENST,237,True,02-09 19:25:58
MINDENPL,0,True,02-09 19:25:58
PATRIOTICST,256,True,02-09 19:25:58
SANDST,307,True,02-09 19:25:58
PIERRD,683,True,02-09 19:25:58
LESJARDIN,318,True,02-09 19:25:58
TEST,100,True,02-09 19:25:58
TEST,100,True,02-09 19:31:10
GREENST,237,True,02-09 19:31:10
MINDENPL,0,True,02-09 19:31:10
PATRIOTICST,253,True,02-09 19:31:10
SANDST,304,True,02-09 19:31:10
PIERRD,685,True,02-09 19:31:10
LESJARDIN,319,True,02-09 19:31:10
GREENST,234,True,02-09 19:35:53
MINDENPL,0,True,02-09 19:35:53
PATRIOTICST,250,True,02-09 19:35:53
SANDST,302,True,02-09 19:35:53
PIERRD,685,True,02-09 19:35:53
TEST,100,True,02-09 19:35:53
LESJARDIN,318,True,02-09 19:35:53
TEST,100,True,02-09 19:41:07
LESJARDIN,322,True,02-09 19:41:07
GREENST,237,True,02-09 19:41:07
MINDENPL,0,True,02-09 19:41:07
PATRIOTICST,248,True,02-09 19:41:07
SANDST,308,True,02-09 19:41:07
PIERRD,686,True,02-09 19:41:07
GREENST,239,True,02-09 19:45:49
MINDENPL,0,True,02-09 19:45:49
PATRIOTICST,248,True,02-09 19:45:49
SANDST,310,True,02-09 19:45:49
PIERRD,684,True,02-09 19:45:49
TEST,100,True,02-09 19:45:49
LESJARDIN,328,True,02-09 19:45:49
TEST,100,True,02-09 19:51:02
LESJARDIN,331,True,02-09 19:51:02
GREENST,236,True,02-09 19:51:02
MINDENPL,0,True,02-09 19:51:02
PATRIOTICST,247,True,02-09 19:51:02
SANDST,308,True,02-09 19:51:02
PIERRD,685,True,02-09 19:51:02
GREENST,236,True,02-09 19:55:57
MINDENPL,0,True,02-09 19:55:57
PATRIOTICST,247,True,02-09 19:55:57
SANDST,310,True,02-09 19:55:57
PIERRD,687,True,02-09 19:55:57
TEST,100,True,02-09 19:55:57
LESJARDIN,338,True,02-09 19:55:57
LESJARDIN,338,True,02-09 20:01:00
TEST,100,True,02-09 20:01:00
GREENST,243,True,02-09 20:01:00
MINDENPL,0,True,02-09 20:01:00
PATRIOTICST,246,True,02-09 20:01:00
SANDST,320,True,02-09 20:01:00
PIERRD,692,True,02-09 20:01:00
GREENST,242,True,02-09 20:06:12
MINDENPL,0,True,02-09 20:06:12
PATRIOTICST,249,True,02-09 20:06:12
SANDST,321,True,02-09 20:06:12
PIERRD,692,True,02-09 20:06:12
TEST,100,True,02-09 20:06:12
LESJARDIN,340,True,02-09 20:06:12
LESJARDIN,343,True,02-09 20:11:09
GREENST,243,True,02-09 20:11:09
MINDENPL,0,True,02-09 20:11:09
PATRIOTICST,251,True,02-09 20:11:09
SANDST,327,True,02-09 20:11:09
PIERRD,693,True,02-09 20:11:09
TEST,100,True,02-09 20:11:09
GREENST,245,True,02-09 20:16:13
MINDENPL,0,True,02-09 20:16:13
PATRIOTICST,253,True,02-09 20:16:13
SANDST,326,True,02-09 20:16:13
PIERRD,692,True,02-09 20:16:13
TEST,100,True,02-09 20:16:13
LESJARDIN,343,True,02-09 20:16:13
TEST,100,True,02-09 20:21:16
GREENST,241,True,02-09 20:21:16
MINDENPL,0,True,02-09 20:21:16
PATRIOTICST,256,True,02-09 20:21:16
SANDST,329,True,02-09 20:21:16
PIERRD,694,True,02-09 20:21:16
LESJARDIN,341,True,02-09 20:21:16
GREENST,242,True,02-09 20:26:21
MINDENPL,0,True,02-09 20:26:21
PATRIOTICST,256,True,02-09 20:26:21
SANDST,329,True,02-09 20:26:21
PIERRD,694,True,02-09 20:26:21
TEST,100,True,02-09 20:26:21
LESJARDIN,341,True,02-09 20:26:21
TEST,100,True,02-09 20:31:13
GREENST,240,True,02-09 20:31:13
MINDENPL,0,True,02-09 20:31:13
PATRIOTICST,254,True,02-09 20:31:13
SANDST,335,True,02-09 20:31:13
PIERRD,694,True,02-09 20:31:13
LESJARDIN,342,True,02-09 20:31:13
GREENST,243,True,02-09 20:36:17
MINDENPL,0,True,02-09 20:36:17
PATRIOTICST,256,True,02-09 20:36:17
SANDST,337,True,02-09 20:36:17
PIERRD,694,True,02-09 20:36:17
TEST,100,True,02-09 20:36:17
LESJARDIN,343,True,02-09 20:36:17
GREENST,241,True,02-09 20:41:20
MINDENPL,0,True,02-09 20:41:20
PATRIOTICST,255,True,02-09 20:41:20
SANDST,339,True,02-09 20:41:20
PIERRD,695,True,02-09 20:41:20
TEST,100,True,02-09 20:41:20
LESJARDIN,346,True,02-09 20:41:20
GREENST,240,True,02-09 20:46:23
MINDENPL,5,True,02-09 20:46:23
PATRIOTICST,256,True,02-09 20:46:23
SANDST,340,True,02-09 20:46:23
PIERRD,699,True,02-09 20:46:23
TEST,100,True,02-09 20:46:23
LESJARDIN,343,True,02-09 20:46:23
GREENST,243,True,02-09 20:51:26
MINDENPL,9,True,02-09 20:51:26
PATRIOTICST,260,True,02-09 20:51:26
SANDST,341,True,02-09 20:51:26
PIERRD,699,True,02-09 20:51:26
LESJARDIN,346,True,02-09 20:51:26
TEST,100,True,02-09 20:51:26
GREENST,243,True,02-09 20:56:29
MINDENPL,15,True,02-09 20:56:29
PATRIOTICST,261,True,02-09 20:56:29
SANDST,344,True,02-09 20:56:29
PIERRD,701,True,02-09 20:56:29
LESJARDIN,342,True,02-09 20:56:29
TEST,100,True,02-09 20:56:29
TEST,100,True,02-09 21:01:23
GREENST,247,True,02-09 21:01:23
MINDENPL,18,True,02-09 21:01:23
PATRIOTICST,258,True,02-09 21:01:23
SANDST,351,True,02-09 21:01:23
PIERRD,700,True,02-09 21:01:23
LESJARDIN,341,True,02-09 21:01:23
GREENST,253,True,02-09 21:06:17
MINDENPL,15,True,02-09 21:06:17
PATRIOTICST,263,True,02-09 21:06:17
SANDST,355,True,02-09 21:06:17
PIERRD,700,True,02-09 21:06:17
TEST,100,True,02-09 21:06:17
LESJARDIN,344,True,02-09 21:06:17
GREENST,257,True,02-09 21:11:12
MINDENPL,16,True,02-09 21:11:12
PATRIOTICST,262,True,02-09 21:11:12
SANDST,359,True,02-09 21:11:12
PIERRD,700,True,02-09 21:11:12
TEST,100,True,02-09 21:11:12
LESJARDIN,346,True,02-09 21:11:12
GREENST,258,True,02-09 21:16:16
MINDENPL,18,True,02-09 21:16:16
PATRIOTICST,262,True,02-09 21:16:16
SANDST,361,True,02-09 21:16:16
PIERRD,701,True,02-09 21:16:16
TEST,100,True,02-09 21:16:16
LESJARDIN,346,True,02-09 21:16:16
GREENST,259,True,02-09 21:21:19
MINDENPL,19,True,02-09 21:21:19
PATRIOTICST,264,True,02-09 21:21:19
SANDST,364,True,02-09 21:21:19
PIERRD,698,True,02-09 21:21:19
LESJARDIN,346,True,02-09 21:21:19
TEST,100,True,02-09 21:21:19
GREENST,258,True,02-09 21:26:33
MINDENPL,19,True,02-09 21:26:33
PATRIOTICST,265,True,02-09 21:26:33
SANDST,369,True,02-09 21:26:33
PIERRD,697,True,02-09 21:26:33
TEST,100,True,02-09 21:26:33
LESJARDIN,344,True,02-09 21:26:33
GREENST,261,True,02-09 21:31:36
MINDENPL,28,True,02-09 21:31:36
PATRIOTICST,265,True,02-09 21:31:36
SANDST,373,True,02-09 21:31:36
PIERRD,702,True,02-09 21:31:36
TEST,100,True,02-09 21:31:36
LESJARDIN,344,True,02-09 21:31:36
GREENST,260,True,02-09 21:36:38
MINDENPL,31,True,02-09 21:36:38
PATRIOTICST,268,True,02-09 21:36:38
SANDST,374,True,02-09 21:36:38
PIERRD,703,True,02-09 21:36:38
TEST,100,True,02-09 21:36:38
LESJARDIN,341,True,02-09 21:36:38
GREENST,261,True,02-09 21:41:12
MINDENPL,32,True,02-09 21:41:12
PATRIOTICST,270,True,02-09 21:41:12
SANDST,376,True,02-09 21:41:12
PIERRD,705,True,02-09 21:41:12
TEST,100,True,02-09 21:41:12
LESJARDIN,340,True,02-09 21:41:12
GREENST,262,True,02-09 21:46:35
MINDENPL,34,True,02-09 21:46:35
PATRIOTICST,270,True,02-09 21:46:35
SANDST,378,True,02-09 21:46:35
PIERRD,705,True,02-09 21:46:35
TEST,100,True,02-09 21:46:35
LESJARDIN,343,True,02-09 21:46:35
GREENST,262,True,02-09 21:51:37
MINDENPL,32,True,02-09 21:51:37
PATRIOTICST,269,True,02-09 21:51:37
SANDST,378,True,02-09 21:51:37
PIERRD,704,True,02-09 21:51:37
TEST,100,True,02-09 21:51:37
LESJARDIN,348,True,02-09 21:51:37
GREENST,262,True,02-09 21:56:42
MINDENPL,32,True,02-09 21:56:42
PATRIOTICST,270,True,02-09 21:56:42
SANDST,378,True,02-09 21:56:42
PIERRD,703,True,02-09 21:56:42
TEST,100,True,02-09 21:56:42
LESJARDIN,348,True,02-09 21:56:42
GREENST,264,True,02-09 22:01:35
MINDENPL,34,True,02-09 22:01:35
PATRIOTICST,269,True,02-09 22:01:35
SANDST,379,True,02-09 22:01:35
PIERRD,704,True,02-09 22:01:35
LESJARDIN,349,True,02-09 22:01:35
TEST,100,True,02-09 22:01:35
GREENST,266,True,02-09 22:06:37
MINDENPL,34,True,02-09 22:06:37
PATRIOTICST,271,True,02-09 22:06:37
SANDST,383,True,02-09 22:06:37
PIERRD,707,True,02-09 22:06:37
TEST,100,True,02-09 22:06:37
LESJARDIN,353,True,02-09 22:06:37
GREENST,269,True,02-09 22:11:40
MINDENPL,37,True,02-09 22:11:40
PATRIOTICST,270,True,02-09 22:11:40
SANDST,385,True,02-09 22:11:40
PIERRD,705,True,02-09 22:11:40
TEST,100,True,02-09 22:11:40
LESJARDIN,358,True,02-09 22:11:40
GREENST,269,True,02-09 22:16:43
MINDENPL,43,True,02-09 22:16:43
PATRIOTICST,269,True,02-09 22:16:43
SANDST,387,True,02-09 22:16:43
PIERRD,706,True,02-09 22:16:43
TEST,100,True,02-09 22:16:43
LESJARDIN,361,True,02-09 22:16:43
GREENST,269,True,02-09 22:21:47
MINDENPL,47,True,02-09 22:21:47
PATRIOTICST,269,True,02-09 22:21:47
SANDST,388,True,02-09 22:21:47
PIERRD,707,True,02-09 22:21:47
LESJARDIN,366,True,02-09 22:21:47
TEST,100,True,02-09 22:21:47
GREENST,269,True,02-09 22:26:41
MINDENPL,48,True,02-09 22:26:41
PATRIOTICST,269,True,02-09 22:26:41
SANDST,389,True,02-09 22:26:41
PIERRD,707,True,02-09 22:26:41
TEST,100,True,02-09 22:26:41
LESJARDIN,371,True,02-09 22:26:41
GREENST,274,True,02-09 22:31:43
MINDENPL,48,True,02-09 22:31:43
PATRIOTICST,272,True,02-09 22:31:43
SANDST,389,True,02-09 22:31:43
PIERRD,708,True,02-09 22:31:43
TEST,100,True,02-09 22:31:43
LESJARDIN,376,True,02-09 22:31:43
GREENST,272,True,02-09 22:36:46
MINDENPL,49,True,02-09 22:36:46
PATRIOTICST,271,True,02-09 22:36:46
SANDST,389,True,02-09 22:36:46
PIERRD,708,True,02-09 22:36:46
TEST,100,True,02-09 22:36:46
LESJARDIN,377,True,02-09 22:36:46
GREENST,273,True,02-09 22:41:40
MINDENPL,48,True,02-09 22:41:40
PATRIOTICST,273,True,02-09 22:41:40
SANDST,391,True,02-09 22:41:40
PIERRD,710,True,02-09 22:41:40
TEST,100,True,02-09 22:41:40
LESJARDIN,379,True,02-09 22:41:40
GREENST,273,True,02-09 22:46:42
MINDENPL,48,True,02-09 22:46:42
PATRIOTICST,274,True,02-09 22:46:42
SANDST,393,True,02-09 22:46:42
PIERRD,710,True,02-09 22:46:42
TEST,100,True,02-09 22:46:42
LESJARDIN,379,True,02-09 22:46:42
GREENST,277,True,02-09 22:51:45
MINDENPL,49,True,02-09 22:51:45
PATRIOTICST,275,True,02-09 22:51:45
SANDST,397,True,02-09 22:51:45
PIERRD,709,True,02-09 22:51:45
TEST,100,True,02-09 22:51:45
LESJARDIN,378,True,02-09 22:51:45
GREENST,279,True,02-09 22:56:37
MINDENPL,49,True,02-09 22:56:37
PATRIOTICST,276,True,02-09 22:56:37
SANDST,398,True,02-09 22:56:37
PIERRD,709,True,02-09 22:56:37
TEST,100,True,02-09 22:56:37
LESJARDIN,379,True,02-09 22:56:37
GREENST,281,True,02-09 23:01:41
MINDENPL,48,True,02-09 23:01:41
PATRIOTICST,275,True,02-09 23:01:41
SANDST,402,True,02-09 23:01:41
PIERRD,708,True,02-09 23:01:41
TEST,100,True,02-09 23:01:41
LESJARDIN,379,True,02-09 23:01:41
GREENST,281,True,02-09 23:06:44
MINDENPL,50,True,02-09 23:06:44
PATRIOTICST,273,True,02-09 23:06:44
SANDST,404,True,02-09 23:06:44
PIERRD,713,True,02-09 23:06:44
TEST,100,True,02-09 23:06:44
LESJARDIN,382,True,02-09 23:06:44
GREENST,283,True,02-09 23:11:47
MINDENPL,53,True,02-09 23:11:47
PATRIOTICST,273,True,02-09 23:11:47
SANDST,405,True,02-09 23:11:47
PIERRD,713,True,02-09 23:11:47
TEST,100,True,02-09 23:11:47
LESJARDIN,385,True,02-09 23:11:47
GREENST,284,True,02-09 23:16:50
MINDENPL,54,True,02-09 23:16:50
PATRIOTICST,273,True,02-09 23:16:50
SANDST,405,True,02-09 23:16:50
PIERRD,713,True,02-09 23:16:50
LESJARDIN,386,True,02-09 23:16:50
TEST,100,True,02-09 23:16:50
GREENST,286,True,02-09 23:21:53
MINDENPL,55,True,02-09 23:21:53
PATRIOTICST,274,True,02-09 23:21:53
SANDST,409,True,02-09 23:21:53
PIERRD,714,True,02-09 23:21:53
LESJARDIN,389,True,02-09 23:21:53
TEST,100,True,02-09 23:21:53
LESJARDIN,391,True,02-09 23:26:58
TEST,100,True,02-09 23:26:58
GREENST,285,True,02-09 23:26:58
MINDENPL,57,True,02-09 23:26:58
PATRIOTICST,274,True,02-09 23:26:58
SANDST,410,True,02-09 23:26:58
PIERRD,713,True,02-09 23:26:58
GREENST,284,True,02-09 23:32:00
MINDENPL,57,True,02-09 23:32:00
PATRIOTICST,274,True,02-09 23:32:00
SANDST,411,True,02-09 23:32:00
PIERRD,715,True,02-09 23:32:00
LESJARDIN,392,True,02-09 23:32:00
TEST,100,True,02-09 23:32:00
GREENST,284,True,02-09 23:36:45
MINDENPL,55,True,02-09 23:36:45
PATRIOTICST,274,True,02-09 23:36:45
SANDST,411,True,02-09 23:36:45
PIERRD,717,True,02-09 23:36:45
TEST,100,True,02-09 23:36:45
LESJARDIN,393,True,02-09 23:36:45
GREENST,285,True,02-09 23:41:59
MINDENPL,54,True,02-09 23:41:59
PATRIOTICST,276,True,02-09 23:41:59
SANDST,411,True,02-09 23:41:59
PIERRD,717,True,02-09 23:41:59
TEST,100,True,02-09 23:41:59
LESJARDIN,391,True,02-09 23:41:59
GREENST,285,True,02-09 23:47:02
MINDENPL,55,True,02-09 23:47:02
PATRIOTICST,277,True,02-09 23:47:02
SANDST,411,True,02-09 23:47:02
PIERRD,717,True,02-09 23:47:02
TEST,100,True,02-09 23:47:02
LESJARDIN,391,True,02-09 23:47:02
GREENST,284,True,02-09 23:51:47
MINDENPL,55,True,02-09 23:51:47
PATRIOTICST,280,True,02-09 23:51:47
SANDST,413,True,02-09 23:51:47
PIERRD,717,True,02-09 23:51:47
TEST,100,True,02-09 23:51:47
LESJARDIN,390,True,02-09 23:51:47
TEST,100,True,02-09 23:57:01
LESJARDIN,392,True,02-09 23:57:01
GREENST,285,True,02-09 23:57:01
MINDENPL,55,True,02-09 23:57:01
PATRIOTICST,280,True,02-09 23:57:01
SANDST,414,True,02-09 23:57:01
PIERRD,718,True,02-09 23:57:01
GREENST,286,True,02-10 00:02:05
MINDENPL,55,True,02-10 00:02:05
PATRIOTICST,280,True,02-10 00:02:05
SANDST,415,True,02-10 00:02:05
PIERRD,718,True,02-10 00:02:05
TEST,100,True,02-10 00:02:05
LESJARDIN,393,True,02-10 00:02:05
TEST,100,True,02-10 00:07:07
LESJARDIN,393,True,02-10 00:07:07
GREENST,287,True,02-10 00:07:07
MINDENPL,55,True,02-10 00:07:07
PATRIOTICST,281,True,02-10 00:07:07
SANDST,416,True,02-10 00:07:07
PIERRD,717,True,02-10 00:07:07
GREENST,287,True,02-10 00:11:40
MINDENPL,55,True,02-10 00:11:40
PATRIOTICST,282,True,02-10 00:11:40
SANDST,417,True,02-10 00:11:40
PIERRD,717,True,02-10 00:11:40
TEST,100,True,02-10 00:11:40
LESJARDIN,394,True,02-10 00:11:40
TEST,100,True,02-10 00:17:02
LESJARDIN,395,True,02-10 00:17:02
GREENST,288,True,02-10 00:17:02
MINDENPL,55,True,02-10 00:17:02
PATRIOTICST,283,True,02-10 00:17:02
SANDST,418,True,02-10 00:17:02
PIERRD,718,True,02-10 00:17:02
GREENST,288,True,02-10 00:22:06
MINDENPL,56,True,02-10 00:22:06
PATRIOTICST,283,True,02-10 00:22:06
SANDST,418,True,02-10 00:22:06
PIERRD,717,True,02-10 00:22:06
TEST,100,True,02-10 00:22:06
LESJARDIN,395,True,02-10 00:22:06
GREENST,287,True,02-10 00:27:09
MINDENPL,56,True,02-10 00:27:09
PATRIOTICST,283,True,02-10 00:27:09
SANDST,418,True,02-10 00:27:09
PIERRD,717,True,02-10 00:27:09
TEST,100,True,02-10 00:27:09
LESJARDIN,395,True,02-10 00:27:09
GREENST,287,True,02-10 00:32:05
MINDENPL,56,True,02-10 00:32:05
PATRIOTICST,283,True,02-10 00:32:05
SANDST,419,True,02-10 00:32:05
PIERRD,716,True,02-10 00:32:05
TEST,100,True,02-10 00:32:05
LESJARDIN,395,True,02-10 00:32:05
GREENST,287,True,02-10 00:37:07
MINDENPL,56,True,02-10 00:37:07
PATRIOTICST,283,True,02-10 00:37:07
SANDST,419,True,02-10 00:37:07
PIERRD,716,True,02-10 00:37:07
TEST,100,True,02-10 00:37:07
LESJARDIN,395,True,02-10 00:37:07
GREENST,286,True,02-10 00:42:11
